generation_order,group,variant_code,output_filename,register_name,siteiq_family,qty,prior_hold_reason,authorisation,art_direction,match_checklist
370,HELD_TOOLING,NEEDLEGUNAIR,NEEDLEGUNAIR.jpg,Needlegun – Air,Air & Air Accessories,7,"Second pass: powered, pneumatic, plant, lifting or model-specific equipment",RENDER_FROM_DESCRIPTION,"THE ITEM: Needlegun – Air. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
371,HELD_TOOLING,NEEDLESCALERSGAIR,NEEDLESCALERSGAIR.jpg,Needle Scaler Straight Grip Pneumatic,Air & Air Accessories,3,"Second pass: powered, pneumatic, plant, lifting or model-specific equipment",RENDER_FROM_DESCRIPTION,"THE ITEM: Needle Scaler Straight Grip Pneumatic. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
372,PLANT_AND_TAGGED,NIBBLER2MMBAT,NIBBLER2MMBAT.jpg,Nibbler 2mm Battery,Tools & Equipment,2,Road 1 real-unit hold,RENDER_FROM_DESCRIPTION,"THE ITEM: Nibbler 2mm Battery. The battery pack standing upright, contacts toward the camera, charge-gauge face visible. Standing upright on the floor, camera at item height, three-quarter view so two faces show. THE MARKINGS THAT MUST BE READABLE: 2mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Voltage class legible; contact end visible ; stamped/labelled sizes readable: 2mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
373,HELD_TOOLING,OXY/ACETHANDPIECE,OXY_ACETHANDPIECE.jpg,Welding - Oxy/Acetylene Hand Piece,Welding,1,"Second pass: powered, pneumatic, plant, lifting or model-specific equipment",RENDER_FROM_DESCRIPTION,"THE ITEM: Welding - Oxy/Acetylene Hand Piece. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
374,HELD_TOOLING,OXY/ACETSET,OXY_ACETSET.jpg,Oxy/Acetylene Welding Kit,Welding,4,"Second pass: powered, pneumatic, plant, lifting or model-specific equipment",RENDER_FROM_DESCRIPTION,"THE ITEM: Oxy/Acetylene Welding Kit. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
375,HELD_TOOLING,OXYACETYLENEWELDINGKIT,OXYACETYLENEWELDINGKIT.jpg,KIT GAS OXY / ACET CIGWELD BLUEJET TRADESMAN,Customer Equipment,1,"Second pass: powered, pneumatic, plant, lifting or model-specific equipment",RENDER_FROM_DESCRIPTION,"THE ITEM: KIT GAS OXY / ACET CIGWELD BLUEJET TRADESMAN. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
376,HELD_TOOLING,OXYEXTHOSE,OXYEXTHOSE.jpg,Oxy Extension Hose,Welding,9,Gas connection and regulator geometry is safety-relevant,RENDER_FROM_DESCRIPTION,"THE ITEM: Oxy Extension Hose. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
377,HELD_TOOLING,OXYTROLLEYLARGE,OXYTROLLEYLARGE.jpg,G-Size Large Oxy Trolley,Welding,4,Gas connection and regulator geometry is safety-relevant,RENDER_FROM_DESCRIPTION,"THE ITEM: G-Size Large Oxy Trolley. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
378,HELD_TOOLING,PALLETTR1.8TELEC,PALLETTR1.8TELEC.jpg,Pallet Truck 1.8t Electric,Materials Handling,5,"Second pass: powered, pneumatic, plant, lifting or model-specific equipment",RENDER_FROM_DESCRIPTION,"THE ITEM: Pallet Truck 1.8t Electric. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 1.8t. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; stamped/labelled sizes readable: 1.8t ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
379,HELD_TOOLING,PALLETTRUCK,PALLETTRUCK.jpg,Pallet Truck,"Lift, Shift & Propping",1,"Second pass: powered, pneumatic, plant, lifting or model-specific equipment",RENDER_FROM_DESCRIPTION,"THE ITEM: Pallet Truck. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
380,HELD_TOOLING,PARAMOUNTSAFETYBOLLARDBOLLARDBASES6KG,PARAMOUNTSAFETYBOLLARDBOLLARDBASES6KG.jpg,Paramount Safety Bollard & Bollard Bases 6KG,Cutomer Equipment,24,Specialised safety/accessory product shape is not generic,RENDER_FROM_DESCRIPTION,"THE ITEM: Paramount Safety Bollard & Bollard Bases 6KG. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 6kg. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; stamped/labelled sizes readable: 6kg ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
381,HELD_TOOLING,PICKUPTOOLMAGNETICCLAWFLEXIBLETOLEDO,PICKUPTOOLMAGNETICCLAWFLEXIBLETOLEDO.jpg,PICK UP TOOL MAGNETIC CLAW FLEXIBLE TOLEDO,Coates Equipment,1,Claw/magnet head and rated pickup form vary materially,RENDER_FROM_DESCRIPTION,"THE ITEM: PICK UP TOOL MAGNETIC CLAW FLEXIBLE TOLEDO. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
382,HELD_TOOLING,PICKUPTOOLMAGNETICTELESCOPIC,PICKUPTOOLMAGNETICTELESCOPIC.jpg,PICK UP TOOL MAGNETIC TELESCOPIC 125-635MM,Coates Equipment,4,Claw/magnet head and rated pickup form vary materially,RENDER_FROM_DESCRIPTION,"THE ITEM: PICK UP TOOL MAGNETIC TELESCOPIC 125-635MM. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 635mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; stamped/labelled sizes readable: 635mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
383,HELD_TOOLING,PICKUPTOOLMAGNETICTELESCOPIC100760MM07KG,PICKUPTOOLMAGNETICTELESCOPIC100760MM07KG.jpg,PICK UP TOOL MAGNETIC TELESCOPIC 100-760MM 0.7KG,Coates Equipment,2,Claw/magnet head and rated pickup form vary materially,RENDER_FROM_DESCRIPTION,"THE ITEM: PICK UP TOOL MAGNETIC TELESCOPIC 100-760MM 0.7KG. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 760mm | 0.7kg. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; stamped/labelled sizes readable: 760mm, 0.7kg ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
384,HELD_TOOLING,PICKUPTOOLMAGNETICTELESCOPIC100760MM36KG,PICKUPTOOLMAGNETICTELESCOPIC100760MM36KG.jpg,PICK UP TOOL MAGNETIC TELESCOPIC 100-760MM 3.6KG,Coates Equipment,2,Claw/magnet head and rated pickup form vary materially,RENDER_FROM_DESCRIPTION,"THE ITEM: PICK UP TOOL MAGNETIC TELESCOPIC 100-760MM 3.6KG. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 760mm | 3.6kg. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; stamped/labelled sizes readable: 760mm, 3.6kg ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
385,HELD_TOOLING,PICKUPTOOLMAGNETICTELESCOPIC125635MM,PICKUPTOOLMAGNETICTELESCOPIC125635MM.jpg,PICK UP TOOL MAGNETIC TELESCOPIC 125-635MM,Coates Equipment,2,Claw/magnet head and rated pickup form vary materially,RENDER_FROM_DESCRIPTION,"THE ITEM: PICK UP TOOL MAGNETIC TELESCOPIC 125-635MM. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 635mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; stamped/labelled sizes readable: 635mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
386,HELD_TOOLING,PICKUPTOOLMAGNETICTELESCOPIC150670MM,PICKUPTOOLMAGNETICTELESCOPIC150670MM.jpg,PICK UP TOOL MAGNETIC TELESCOPIC 125-635MM,Coates Equipment,2,Claw/magnet head and rated pickup form vary materially,RENDER_FROM_DESCRIPTION,"THE ITEM: PICK UP TOOL MAGNETIC TELESCOPIC 125-635MM. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 635mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; stamped/labelled sizes readable: 635mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
387,HELD_TOOLING,PIPECLAMP1IN-2IN,PIPECLAMP1IN-2IN.jpg,Pipe Clamp 1in - 2in,Industrial Tools & Equipment,1,The description does not uniquely determine the clamp/cutter mechanism,RENDER_FROM_DESCRIPTION,"THE ITEM: Pipe Clamp 1in - 2in. The pipe clamp at three-quarter angle, chain or yoke open. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 1in | 2in. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Clamping range hardware visible; stainless finish if named ; stamped/labelled sizes readable: 1in, 2in ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
388,HELD_TOOLING,PIPECLAMP1IN-3IN,PIPECLAMP1IN-3IN.jpg,Pipe Clamp 1in - 3in,Industrial Tools & Equipment,1,The description does not uniquely determine the clamp/cutter mechanism,RENDER_FROM_DESCRIPTION,"THE ITEM: Pipe Clamp 1in - 3in. The pipe clamp at three-quarter angle, chain or yoke open. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 1in | 3in. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Clamping range hardware visible; stainless finish if named ; stamped/labelled sizes readable: 1in, 3in ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
389,HELD_TOOLING,PIPECLAMP254TO915MMSS,PIPECLAMP254TO915MMSS.jpg,Pipe Clamp Stainless - 254mm - 915mm - Dearmon,Tools & Equipment,3,The description does not uniquely determine the clamp/cutter mechanism,RENDER_FROM_DESCRIPTION,"THE ITEM: Pipe Clamp Stainless - 254mm - 915mm - Dearmon. The pipe clamp at three-quarter angle, chain or yoke open. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 254mm | 915mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Clamping range hardware visible; stainless finish if named ; stamped/labelled sizes readable: 254mm, 915mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
390,HELD_TOOLING,PIPECLAMP2IN-6IN,PIPECLAMP2IN-6IN.jpg,Pipe Clamp 2in - 6in,Industrial Tools & Equipment,1,The description does not uniquely determine the clamp/cutter mechanism,RENDER_FROM_DESCRIPTION,"THE ITEM: Pipe Clamp 2in - 6in. The pipe clamp at three-quarter angle, chain or yoke open. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 2in | 6in. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Clamping range hardware visible; stainless finish if named ; stamped/labelled sizes readable: 2in, 6in ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
391,HELD_TOOLING,PIPECUTTER4-6IN,PIPECUTTER4-6IN.jpg,Pipe Cutter 4in-6in,Industrial Tools & Equipment,1,The description does not uniquely determine the clamp/cutter mechanism,RENDER_FROM_DESCRIPTION,"THE ITEM: Pipe Cutter 4in-6in. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 4in | 6in. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; stamped/labelled sizes readable: 4in, 6in ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
392,HELD_TOOLING,PLASMACUT10MM240V,PLASMACUT10MM240V.jpg,Plasma Cutter 10mm Electric,Welding,1,Welder or powered welding equipment,RENDER_FROM_DESCRIPTION,"THE ITEM: Plasma Cutter 10mm Electric. The item at a three-quarter hero angle on the dark floor, working side toward the camera. Three-quarter hero angle from slightly above, the working end toward the camera. THE MARKINGS THAT MUST BE READABLE: 10mm. HOUSE STYLE (identical for every picture): studio product photograph on a near-black charcoal floor and backdrop (#14181F). One warm orange rim light raking in low from the left, a soft white top fill, and a gentle pool of orange glow on the floor under the item. Deep soft shadows, pin-sharp focus, high detail. The item is centred, filling about 75% of a square 800x800 frame. Nothing else in shot: no hands, no people, no props, no added text or watermark, no price, no other brand's logo - only markings the real item carries. LABEL RULE FOR THIS RENDER: show the product FORM and its stamped size/type markings only. Do NOT invent readable label text - no brand wordmarks, no batch numbers, no expiry dates. The MyGear card carries the exact name; the picture only has to be unmistakably this kind of thing.","Item type unmistakably matches the register name ; stamped/labelled sizes readable: 10mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price) ; no invented label text (brand/batch/expiry) anywhere in the image"
